id,sentiment
'R23P6V7ZCUIM0H',1
'R1VVUOLZJ2EI5K',1
'R17V8HQCTYC9EQ',1
'R2UPYJMAU3WLL',0
'R1YEHC0T23UYTG',0
'R2QS9OXNP765ZU',1
'R1FW5QI364TAEX',0
'R21OUZ54GVFV8P',0
'R3QXYWV13X4XNK',1
'R17AUP7F1PQH3K',0
'R2R6UIGATHKEK6',0
'R1JKC7B63KI65G',0
'R2LQ9AN9SN4Q95',1
'R1L1PGR5VVGO0M',0
'R3K7EPUB47OUKX',1
'R20YYJ1965C44D',0
'R159CDY3VD5V1U',1
'RZDX4VRVCUOCK',1
'R3SVLXRFJREYOB',1
'R35TMYU4LD2CR9',1
'R2D2ZXPI7AS6WN',0
'R181310HTR4STE',1
'R3N37YBDQH40GD',1
'R1H89PGKKH9PWQ',0
'R1BB5LG9D17Z1P',1
'R1R8ZG90Q2146L',0
'RQ94BL1Q67FWI',0
'R1A3SRGF8ZAK4I',1
'RXG7NJ14D98OL',1
'R21BN08F2OOJ6O',1
'R2I71MWYPLHJD3',0
'R3UX81LSF2GQHL',1
'RM9NY2AHOG368',0
'R1P47CKQY2R19Z',1
'R2PFS5N7UBE31H',1
'RFNQJ0WVS34VV',1
'R178NJ9WHK671F',1
'R2XUOZR17OJ3OU',1
'R1IZFY5V28N13Z',1
'R2A44J4L9Y2NQ2',1
'R3DIZUZ7U7LV4G',0
'RCKL3MTDQJ3FQ',0
'R1O7G248093XFY',1
'R177R75K29EUIY',1
'RCV3R5409QR24',1
'R2921ZIPUR73AM',0
'R19SQ1E4S86LPB',1
'RRJD0ED79169E',0
'RJSUPA9MOV06K',0
'R60LIRFAJTG12',1
'RIQEJNP5PBFYN',0
'R1LKB6Y1BNHZZ4',1
'RDJZSFU49LKTB',0
'R2FJGSWFLBKLVC',1
'R16S72WAGG32VQ',1
'R36AWYQSHE6V64',1
'R1R7FCC6RUFC6M',1
'RIG4F50FF9PTM',1
'R39EMURUYCKD4L',1
'R3FVHCAHOYFNQL',1
'R8KIDO4F6QWUE',0
'R2KWFTBP5XCQVL',0
'ROFXLE73ZKI90',1
'RVDJ44B82LWMK',1
'R3VQRYWO7NXH44',1
'R8JRYROQQ1Y5H',1
'R1CYMYCNEL4YO0',0
'R2CL10HTXDZJNS',1
'R24H8XBLDMJVRC',0
'R22R0UEDVGUFO5',1
'RTLG4YUK983WM',1
'RJ4RVIO6H4LD7',0
'R20XPZ0F3PMWFO',1
'RUNP0W14HBUKB',1
'R1LYNXQZTZTT4X',1
'RW0AEPAC3XAM4',0
'R2EMEKKRRB4Y29',1
'RDQ2GD32ZJ4TS',1
'RMBJCZYAKB6E7',1
'R3SO343054RW5Y',0
'R1WLIDZGC92S7H',1
'R2WTZZDXA2D1ZX',1
'R2UR88BPVO78QI',1
'R34F2VFYJJ4UMT',1
'R3O3RVLFV1V618',1
'RL9TG808Z7ODN',1
'RVI65OY16DXTS',0
'R1L0N2TZ286180',0
'RXNUQB0W9W8QE',1
'RYF3KI24L1DKG',1
'RC1Q8FR5H4W6X',1
'R30WBHAZLRK50N',1
'R1NG8R3QR942T5',1
'R1KJNAE664M9QZ',1
'R2NFVQ5QME7RQT',1
'R34IS0PHW3CJND',1
'R3BFX3YLOCU7JK',1
'RLG9RZ63N1LCP',1
'R29SFO5NUUNR67',1
'RFUBYVW0TXD9U',1
'R3BXLL7EK43Q2L',1
'RC0EZ7O95UEU6',1
'R199B273X5YFK4',1
'R14FIJZSD3YTKU',1
'R1D0GYZHUFLTUH',1
'R274XK6OFC42PS',1
'R3QDJ22DMIFWD0',1
'R2R0Q1TK8OOKRL',1
'R35I3RETO99ZYO',1
'RI0QD919RMYW',0
'R1E4LIGOERRALZ',1
'R23NQJCDDXOTOV',1
'R2GO12JW5HJKO0',0
'R2FV2IRFS25EOL',1
'R75L3FELRZF01',1
'R3J9ERDOHUPOOW',1
'R3DB1N7TM3YUFD',0
'R308NHF9TSNCHE',1
'RA52BNOP5RSGS',1
'RDMEJ35HNGDW9',1
'R39C3IJ675ESEF',1
'R2OK4UWKM5XFCT',0
'R1E870QQGMHIG0',0
'R15QDMH9BCIO1A',1
'R1S1P0HL8FOTK9',1
'R1SWYOR5NMC2IL',0
'R1YD2YPDBAX3XH',1
'R1Q2Q0RUDQ8R4D',0
'R10UAJIB4R2G0R',0
'R1U3YT1X6MHFBA',0
'R2CZGB89UBS5ZQ',0
'R3QAYNVKOBFL3F',1
'R1M4XTLS090SFH',1
'R1W99WVF5JEK9T',1
'R39RXQLH8PGL35',1
'R5J87FRLU1U8R',1
'R604ISO4MZRYH',1
'RW3LUJP65YQ6L',1
'R2NIN11WLAEUNE',0
'R22ZZ4XQICS6IG',1
'R3P8SJEOI6R6P8',1
'R245MU1ZCJQ77G',0
'R24211W83A7KND',0
'R1P4474IKHU51N',1
'REJSE007FGB2H',1
'R2S78J70CDQK3H',1
'R3EBFTG5TWR8ER',1
'R2XGJXGAE3SRAY',1
'R3387Y8CZVXYR4',0
'R2PMCNSJZEG9X6',1
'R383AGH8CJZHPI',1
'R36NXL60OBCP1H',1
'R3LZ1X8GINCBE6',0
'R3JM24X0EN9YDC',1
'R20J6PX3XEUE7Q',1
'R3DVD9863AY0YN',1
'R2JEJAMVBRMB16',1
'R1VNZRE22N2UZW',0
'R1BWH3ZFGPJWTB',1
'R23IVVJUMW92QN',0
'RQMJZE05H42DY',1
'R3MQFYBU220JU8',0
'R2EZWEW7PXCVTU',1
'R7JYVC5V7H01R',1
'R12BW3IESY27E0',0
'R2DUKAK9VR1KHF',1
'R3OW21UERO3YBZ',1
'RZ9MBA5BZUHVY',0
'R2GG7YYQBEXHZG',1
'R2XFK5PNK6M6SS',1
'RW04SRDCYLZWP',0
'RPJI2KKQEPLV2',0
'R4HWP8PKM1MN4',1
'R353IUZDJCLC7A',1
'R17NTD4IO6F622',1
'R2LJRIVX8BEZ95',1
'R3CM5ODB9W18L7',0
'R1D00ZLZNTFKZO',1
'RUBOK7O88DIKI',1
'R2U62Q6MUMF9LA',0
'RPLQHZIQ2L9XY',1
'R2EMLEIZCHRFFG',1
'R3GVR7JL38HGCD',1
'R3ALI4LCVYF0P1',1
'R3VJN75VZKZ598',0
'R227NI3KQIOQEK',1
'R1Y4S6T63WNKNI',1
'R37HLE4A8ILK0C',0
'R2BDGE7CPY0IBD',0
'R1Z3MSC8KV6GK2',0
'R9SQ2EU5HI8PD',1
'R17H2H5K17JF45',1
'R29ISUBYCJS9CZ',1
'R2RSM3EBCFF2F4',1
'R3F50TVGCAJDH3',1
'R11LSQHP3G1XGT',1
'R2LWCPUCEB82HP',1
'R1T5C3IEMUIP4Q',1
'R2SJ3QQ4EUXER0',1
'R3BHJIM18LRQ28',1
'R3SD1YJSB1ZME0',1
'R1HWLALX1RAPXX',1
'R2TNOFR798YBO6',1
'R344YZEO4DYWBD',1
'R1468UMXSVLK1U',1
'R2CSPP5VTVMCCL',1
'R2CPAW0AF1ZYX7',0
'R7Z00AG9LGKYQ',1
'R1KSXYHP695BW8',0
'R2I4OWK8Z0V3HM',0
'R363HPUGTG8OEH',1
'R1ZFQULWJM466U',1
'R31G5UBSO1210X',1
'R1JHGV3K9OJZBJ',1
'R3D3W2L06AAT10',1
'R2XH5X115FOGN9',1
'R3NT4N14Y8SBOV',1
'R10Q45CN132QXD',0
'R3CRLSYDVY3QGF',1
'R1WE2KIVVJGUA1',0
'R2ZJTZMMWXXBBL',1
'R2IGQUCTM9Z0W9',1
'RUZ6RA77QFFFJ',0
'R1OPVHTOGUMD2D',1
'R2L4V666PPHHYW',0
'R2XW44NFWK28VD',1
'R1Y12GBXTIGN02',0
'R1CNG0X7T32D46',1
'R9LMGPYGVQNVO',1
'R21IU7DDEUK88V',1
'R2TUDWI3U57KLN',0
'R30KUFKP69IP4S',0
'RTB4XKNR64IPN',1
'R3GS3W6EZFWPHG',1
'R17LBHG5TQINZ4',1
'R2KJBNI5ET8EOH',1
'R15R315C1588SW',1
'ROLVZXYJYIXQ9',1
'R27IKKC0SWNSGB',0
'R25WK77SUW9DHD',1
'R15PL9LBJJZHL9',0
'R1MQZFT428M8KW',0
'R90RFAEBC09GX',0
'R1FEVPTESSYGBZ',0
'R2XJPOXVOF69RD',0
'R1HSV04H7WO867',0
'R978S59HD2KRT',0
'R2986E1EQNJIVU',1
'RCMU7UJFZ43TG',1
'R1UPRJLG0V1Z65',1
'RVGUAJR979MKT',0
'R3U37SQ3U1QGOI',1
'R3OVOV4V8UFGHL',1
'RL07KT2QC78ZM',0
'R35W5MUP6UWRZG',1
'R1W59KH3NB8J8V',0
'R1TZA72JG6MLCP',1
'R3MOBHZOOMQN82',0
'R3N3YGIR923G30',1
'R1YOG8NFZE14H1',1
'R22LTMS91M7NHB',1
'R9TCMHB1Y9ZMF',1
'R33L37MSD1EFZ8',1
'R3BHSP5EBOV2X3',1
'R1WVDDAMSF2LUC',0
'RTN2201XBWOAK',0
'R3C7R0875NDEM3',0
'R2O40D2F3YVB0O',0
'R3V4SA2PXHKHYT',1
'R3MGOQ5R5FG4OD',1
'R1YRQHIPKBO6EJ',1
'R3O0TO2IPIW1C9',1
'R1JC5ODZ0ASZMS',0
'R1JONB3N6LXBKA',0
'R39WI60TLVVCSQ',1
'R31GX18UO2A06T',0
'R262NC3T5H7IRE',0
'R1OYY7TN6NG3SO',0
'R2AG6HYJ75CYTZ',1
'R2360DSEVKA7JL',1
'RA61WPIMLW9HV',0
'RDVZ2HQ380E4T',1
'R4ALA1SDRUYG8',1
'ROFEHPUQRIJ0Y',1
'R3GNAUFJH68Y5T',1
'R1KKQYEEBY156R',1
'R39182U0UURYM7',0
'RQR6D3MALB08Z',1
'R36DIS3H3E05OJ',1
'RBQCZU8MIMIG',1
'R1Z2I4R7DVA86P',1
'R3P62TXYHF41WU',0
'R40TBM6L82HQM',0
'R1FQ4YLU0T98BG',1
'R2ROMQCFGUSNUT',1
'R33DZAUACRDBS7',0
'R327DRKA5F5EQ8',0
'R19MND8QI69IMC',1
'RWK0OZLJU1VPK',1
'R3UGFOG1HPZVJP',1
'R2AWDW6E2DCRWH',1
'R3SJIKVIV9MKRK',1
'R2WKT5MJIEQIFW',0
'R1DLT716Z85RXQ',1
'R30M79WWKJ9NZR',1
'R1WYT8CPIY8G7P',0
'R1Q82GLEWWHIJZ',1
'R3OAJDED2KQYH5',1
'R22285CUV38S5U',1
'R2B7R2RXRHBEPI',1
'R2HPFQEMDGWP4T',1
'R2DD7C7G4AX8N6',1
'R13TF1GT9WJIC2',1
'R284KCRVBWCU44',1
'R3DW24PEDLMRGW',1
'RW59K45TQ2JJC',0
'R1DAE12V2E1OO7',1
'R3GVPDQXZCOC6G',1
'R1VCVDEB0V77H2',0
'R1JFZP960ZVDL7',0
'RVPCCJW6JSDKO',1
'RFXQD5FSRA8N2',1
'R2YPN1N0QDMSGD',0
'R2OA7H2S27EES7',1
'R72ZW0Z5PGE7F',1
'RPTDO0F8CXF0Z',1
'R3NZIVRM2AOGZG',0
'R21UB81I3CFK78',1
'RMKGG2RD7B56L',1
'R2WC2ZXFVX0K1L',0
'R2GRQOYN3H7B0N',1
'R26OQU6TOR04WZ',1
'R3F9Z5G6WQM5MW',1
'R2WSHVOZZJW9N1',1
'ROSW24ABOII1J',1
'R3K5216XH8Z9MD',1
'R2A2OG1HSA5H7B',1
'R26F2MZEGLGZ9B',0
'RWBSSWRZI2XS9',0
'R2FT6EV16DHZHY',1
'RM2XB0N2FFLZ',1
'RCSMFVK2G2Q6D',1
'R3S4HTKOYP45FX',1
'R2T3LD6J8GJ5UG',1
'R32ZEE4P94OBFO',1
'R2WMKW6SM2XL81',0
'R1QLGV9K99571E',1
'R33202RA30C03Y',1
'R1NZWT7QI4WFH1',1
'R37ZTWMW2DFB6H',0
'R179KKSGU4XNV6',1
'R1EGJ6HTR9CPCI',1
'R1K3UN9JIQ0PPS',1
'RUWM9V6OFBXHN',1
'R2A7SAHUN8GM9S',1
'R3BWE5N135P48',1
'R3VGAWX291HIJO',1
'R24CQ832WK2GF0',1
'RSBMZIIFI0ZXA',1
'R2TLD2K8FW73YZ',0
'R2LICHXRAO7O41',0
'R3TLT4TETUGFOC',0
'R37BWUFFI1MHKU',1
'RDO858466SV83',1
'R11TAJZQFBSQQE',1
'R1TWLCQSI2KT9X',1
'R1B2D6V1CK5CK1',0
'RX2C8GV8PQDAQ',1
'R3DKT78AELIKFS',1
'RAT80BXFH79U9',1
'R14ND2AEZNF02M',1
'R2FMTM9I4UU4OS',1
'R15W2RQKSYZG0Q',0
'RCJC9XHW9A6TG',1
'R1P533K0BHNL2A',1
'RBA920XPLL95R',1
'R28IK8FMRFI06M',1
'R3IHOUHN0XQQYK',0
'R3AZNMFSZ6IC7N',0
'RVFRMNN0EDRMN',1
'RA7XKFQRPN13R',0
'R1TQUKEMMCII23',0
'R271ANGBHHEBVW',1
'R2GIM1ZIOXCTFA',1
'R3FYF3LK73414F',1
'R1SY7MOAMI8L7M',1
'R2F1LYDHONWUZF',1
'ROFN2O4JXZNJ1',1
'R1F6GIY8TY8NKY',0
'R21DTW0OLOUKBV',1
'R34DATUDQS89F0',1
'R17S69KWQIU0LU',1
'R1QC59ZIODDVKT',1
'R3F5HV0O5VW4T5',1
'R2V0LJP444IDKV',1
'R32U91EJEO052Q',1
'R1YH3TSRTTJRE1',0
'R144OWZGOF24GD',1
'R1AVCWG0R65CS3',0
'R35KYEAK52C86D',1
'RXYYKMNCLN3KC',1
'RG92PDW17TT5K',1
'R1ST18ZX87TCS4',1
'R3MHYSFIDE9OBA',1
'R1V5CSPGKNAHW4',1
'R23WCVAV7EM3FD',1
'R5I5M2YR4HMBQ',0
'RT0X30TTOWOKR',1
'R2KK7SHPB884VA',0
'R3P3ZBEWATNQCI',0
'R9L2L50HQOYX',1
'R2V5KBS7C4QI2Z',0
'RS7XXF9HJL3LE',1
'R3VAUXX7QJXIYQ',1
'R2H9QO531PGK4E',1
'R2MM0SFZ3M8HL6',1
'R1VG9FEKW0Z4TO',1
'R130F6ZWZIWVN2',1
'R3CCM892QC5JCA',1
'R19O01AHUOPP5H',1
'RZV2OHYHB78PT',0
'R2S1OAPMCZBGLV',1
'R3LQ7JPKBZ9X7O',1
'R31DOL0E9JQQOZ',1
'R2NJX8IB06HT8S',1
'R2AR00AJ7USE0B',0
'R33CN1MMFTSEEQ',1
'R387A2ZM3GISL0',0
'R2WJX6QPZ6FK6W',1
'R3H9D2B13FTSAV',1
'RDCZ8GWXSGK9S',1
'R2ZWA83HPTGNP0',1
'R1HHQGRVD30L7C',1
'R1642FH7DWV3GR',1
'RDL6U62MJU873',0
'R2RPZ97QTD2P5Q',1
'R2ZLCPS8IOBUPP',1
'R3P8PBWAZYC3OE',0
'R1IL3610LIPDOF',1
'R3IDDNQ4K9D2C6',0
'R3C2TYCHFD7HZM',1
'R18WF5TNVQ2B1D',0
'RJ7OIUICUZBSO',1
'RNXM3T0RRX6C8',1
'R1B2PL2TTUVSP',1
'R3SLHIN4AAJQN2',1
'R34WDZC6E3J74T',1
'RKNPXA0RWXMNN',1
'R35EGJHT2U3US1',1
'R11S2CWZC3YA1C',1
'RPVDK2KFZW6J8',1
'R3MIOPG9F4SJTZ',1
'R3RRIIKPJ38WF4',1
'R1VC6RBEQY5MTE',1
'R1E49ZQCO10AV4',0
'R5JXAJDVTP6T5',1
'R25WP0MC9XAGL4',1
'R13H3VK4P61J3F',0
'RDJ4INZUT08EH',1
'RA9X2WNLFN7HB',1
'RVP3G9XXKOE0U',1
'R3B796T7QR95MG',1
'R1RY36ZKI7MNE5',0
'RKBT6Z513YZ1P',0
'RJ9J1SSBL4TX',1
'R235JS7JVCGRYJ',0
'RF64XU0Q9SSI7',1
'RBUHOIPGCIIUV',0
'R2Q3MG9GMDSSPD',0
'R1BCIXJI33ZW0D',1
'RK4304EVK0OHA',0
'R3LARHXW38MIJN',1
'R9PKHPUR6D6QJ',1
'R2DI0SNJ4HR5IQ',0
'R1BAMRB7EEGCM6',1
'RTJBMSXQRTB2P',1
'R35CPZSQEQ1QJW',1
'RUXOSU76EWIC1',0
'R1ZX2C6HDN8UL7',1
'R3LOP36H9WFPJO',1
'R11ERE4IAD6JZD',0
'R3OIGVEO49MK81',1
'R1LH8X2I1A9VHX',1
'R28FDEGAUJI8P9',1
'R2Z27LHSVH6USK',1
'R3LQMIISQUAJ68',1
'R3P2HZTGHR0RAO',1
'R22H1MQZ3YQPR1',0
'R700KF525RJF6',0
'R2A8J0U92HX2QH',1
'RDFEL2E2ULFCQ',1
'R1BVH9DPTM166R',1
'R1M5NC4XORAEMS',1
'R3BHX8W8UL1U6I',0
'R3VSQLV3OCMIL9',1
'R2FENI4Z4G2941',1
'R2V7C3ABUZO3PV',1
'R3KI5UUNQPN8KT',1
'R3C1NHTNVGTACH',1
'R2KQAPISRV984G',0
'R1DMA5S5JULBVD',0
'R11GVNJD2MS4FF',1
'R2RCH8XDFOH0VN',1
'REKJYIXNFCUML',0
'R2GMLIROXE3WZU',1
'R12VHG0778DMSO',0
'RGJX3P014D186',1
'R2CBWI7SLDHOO6',0
'R27AQQ8O2JCTBB',1
'R1KAMZT6RMV4CY',1
'R1X02ST4COC86D',0
'RUFCTBKSIA9YD',1
'R20RQ36UI9SOR9',1
'RPNVFBHCOTMDZ',1
'R8BCLWHC4IZ0E',1
'R8ZI7DSDATI00',1
'R68EZDL5YE4WU',1
'R15JI1MSZ3YJ3U',1
'RXB09OW6ZUMHL',1
'RBYJW1UTX38K6',0
'RL51NMYVV5X2D',1
'RJIWMS41AMX58',0
'R2AMIRBZTQE2SC',1
'R1G9AQRSLDNOOP',0
'R9QF077E38CKD',0
'R2U8N81M80OPIB',1
'R283HO77DKT9F1',1
'R34AXPEDF7UR6P',0
'R3U4M2Y7XCN888',1
'R32CHJUYLUZZKV',0
'R2YWU47I6SMF15',0
'RSLACSS98V7UK',1
'R325UFS9X6TMGC',1
'R1CEPCU6RUY59T',1
'R21MU2OQEORI07',1
'R113EINO6TIQ3',1
'RIL62U94Q2PZ0',1
'R2HDF0S73BNQF4',0
'R1SQE7FSD1CENT',0
'R2HX9DCCUWUM1C',0
'R3H72XMEJW59P8',1
'R2HIFM8W0IPSZ',1
'R3TZ3J1Z3SR6FC',1
'R3ALZ0B0M9AOK5',1
'R16B9696VPW8FU',1
'R36E1CQN5LKPP3',1
'R24MYKY0TSYHR9',0
'RXYC0IR1CCUV6',0
'R2IEPLL5EWYTUE',1
'R23BXXZ8AUWJFZ',1
'R3NC0MI55ILDUG',1
'R5XALZITEJ93Q',1
'R3P9F9Y1TYHBX2',0
'R3GZNUI4TG3JA6',1
'R1UVK1R7SOTDOL',1
'R1K7Z7LUEYYUR0',0
'RAVP18KG2JCL8',0
'R2GQ6O8D8LNRYT',1
'RBX4XMBSY964S',1
'R2RDYQE26D7F0I',0
'RW8G3PXZVE63J',1
'R22UOR74LPMBY',1
'R19NVDYA4RJTR5',1
'R2JIKN2Q84OGFG',0
'R1W5JYMZ6TIIJM',1
'R76STN0LUDKMH',1
'RSU114FJCMLYT',0
'R3RRRSYRHZXPRY',1
'R1IXI53QMLLDTN',0
'RDJRY4TTASP4M',0
'R726QI0KT1Z43',0
'RVMBNTPQKWE9K',0
'R2GMK5M08AIKJQ',0
'R1LLSY2ZA88II6',1
'R2A6O9GO0YYIKM',1
'R2NPORX6YHZFT7',1
'R14BYS1NUFRGLR',1
'R1B8IQ3L0OTYC3',1
'R2PHE7AQT59CMO',1
'R3ON4VTUNLWGMH',1
'RUYH7XJCMLJ0W',1
'RIPOD1BBKOD2V',1
'R3SNQEQE5UA5SH',0
'R2VIW68E4UY1P4',0
'R2HKXN33E8UNK6',0
'R3IPAG8OSIXV3G',0
'R353KZC7PX7IAO',1
'R2ZUTLNNXFQ8C',1
'R396U9YEA9H6JR',1
'RVF6011P8F0S5',1
'R2JT2S08RLJYJT',0
'R1LW6KD94VAY5Q',1
'R3LZOVXFNRZQOE',1
'R3JISAEJK88KVD',1
'RNKQVNLBEI3NX',1
'R25WD5Q1Z0R5DD',1
'R33CS9Z0N76OB8',0
'RX0DPLHKPSOAB',1
'R1FWGYXGS7A8QT',1
'R2OTTHEM5ZCD9Z',1
'R35VP4IV5DBPXN',1
'R2LM8M6TMQAHDK',1
'R26UQK5NZ7QJA9',0
'R3OTSS1QZ9J5FE',0
'R3E4PBDQSB0PT',0
'R35P21ZFQGHKUK',1
'RO922L76C2T5O',1
'R1G2MVCWGM2F8W',1
'R2KLFHCY7DEHB',0
'R3EGCQFK8ZMSVN',1
'R37XL57URTMPRR',1
'R3NM5YLRYM5AWY',0
'R3DTAGSZ8HL6XM',1
'R2UVLME8DQETYL',0
'RLDIAJ1VL92QH',0
'R1X8T78FKU091T',1
'R2OSDOMCSBWED5',1
'RKJSVE44CFEKW',1
'RSAKEBDJ2ZGCY',1
'RQQGPJS9TAZSY',0
'R1JAWIUKRXTCPD',1
'R3KI2OOWI12U3U',1
'R2RA7I4SWGEZL4',1
'RPU3C1ZQ5D8LF',1
'R2R629Q70Q6ARN',1
'R2285O38DIUTR9',0
'R28EE1FY9H5VEG',1
'R2RQBI0P8JM9UP',1
'R2EA64YUQFUC5H',0
'R3IQIT4OFB3CDS',1
'RXP3WWR0484EU',0
'R3DNW0HZBD6E2X',1
'R1AZ84P7R146LZ',1
'R9FHPJ11Q7A5',1
'R1FC7G92X5YT1H',0
'R2YNIJ3YRVHJ8N',1
'R3GPPNWEMQTJ4J',0
'R1SY8TEYLGYE64',0
'R2M1PH2TV3VFL5',1
'R19SEO470PK7MH',1
'RLBJA32PHKDVL',1
'R3FW8MFCX0XXTP',0
'R3EZAYO1346CK5',1
'R1QEJEZL48X2BH',1
'R1U4UEV73CGXII',1
'R4G1YB37B5M72',0
'R33FPFG5UCIT2S',1
'R1YFKON3QU98V2',1
'RJMI2WTM9VAK1',0
'R1V36F3Z4VLXMC',0
'R3PKECQZN7ZVUH',1
'R3OQWJN4KBBSK2',0
'R2O5E0PX802ZPI',0
'R2J1VC9LSS73U',1
'R1O9WK54KBAWEM',0
'R3JZE9CG32BIMC',1
'R16BWKZ270DEA6',1
'RSOWYDZ4AXDHX',0
'RVZJ8UQV6KZEZ',1
'R8LXYBDI2IM2S',1
'R2DB7ZMTQNX1F9',0
'R2K6BLHZFCD2U8',1
'RDV1CS5QSMZGY',1
'R3JT1Q06HSNG6O',0
'R2NFYOLO6IDY4H',1
'R37RMUXZRALWPX',1
'R1TCIRB69JDSSB',0
'R2CIH9SWU903L9',0
'RW6KWOQG3UODI',1
'R1Y9OXA2S9XMF0',0
'R1SM4CAB2LLXGF',1
'RK7AD3TY2U6CO',1
'RFMHOXF78KEBN',1
'RAK1CJC39CZP7',0
'R192SRIUNNV8UF',1
'RDC0R6VUGN6X3',0
'RDAU808VOPYNG',1
'R1OYE6P73MSWC4',0
'R3BOJIAC838HPU',1
'R1LN54OY5DXOUF',0
'RBRQSRDAU9FB0',0
'R20EH1OW11MTS7',0
'RKFZ7XR5SBVN2',0
'R1VYQHPI4EGEL',0
'R9S6HGRRCO1QK',0
'R19FVA0ES439CA',0
'R19HDFJK4MACV5',1
'R2RLW4VXXYQAMQ',1
'R2NRI88ZCWEPY7',0
'RVU9F2FUECJUX',1
'R1HFOUSMG6HYC5',1
'R19BTPP6X8JKEZ',1
'R10OTDHDIOE3EY',0
'R35RHWZRMTJF0S',1
'RS6KTP8VEPDY8',1
'RTLTBVA0PXIVH',1
'R1XZV2KY3RJDT4',1
'R1JXI2M0IJER4D',0
'R1UST0H9LWH9HJ',0
'R1WU5HNB2V5APZ',1
'RKFLH7IEMM6XA',0
'R1W8QP53FXH3PP',1
'R2UDAJRAPOD4F0',1
'R2P1ZW5FNLW7VA',1
'R1VF8GNGJWYO4P',1
'RWQ45I8N7CFTX',0
'R3CXVR9DUBRVVT',1
'R3SJB3YH4OKDNR',0
'R1TJS3S4PNHTQ2',1
'R3DKKKQBK23J5S',1
'R2TBVT37RO3NTE',1
'R2VXOQOAHZUJTW',0
'R19R3YDTIPG02C',1
'R24R0FWN1A87UI',1
'R12ELOSEBLNEXI',0
'RZTRUNZCK3H5J',1
'R3AZTVPFSG14YO',1
'R13PJOBGR8VBNK',0
'R2JORQ97Z1ZHVE',1
'R2HWGET42R8CIR',1
'R1058IT10ZEUI7',1
'RP7Q37N2HNLLS',1
'R3F1RGKOV9GYKU',1
'R1R5ENPPPA2LY6',0
'R13B85G4EK2M2R',0
'R3AHNWQ13QFY05',1
'R3TYV6AEFUR1K4',1
'R1N5VGKWUUE8EV',0
'R2E8QHDJMO7M4D',1
'R36UR1NAXJSH75',1
'R12NHUWZCDVFOA',1
'R3RLRTHQ72A5MF',1
'R2ATUY5ENGIJ7T',0
'R27QGA4N5NAET4',1
'R13HBNT19E7PMK',1
'R140KMBL05ZLA',0
'R1REOU1IZ0G4E4',1
'R1TWC6NTCMMMQZ',1
'R1UI619E0LS274',1
'R2WXEFZ3C0R8WA',0
'R308SA6LV3ETLH',0
'R8YS6R7WNEVUL',1
'R2FO7S7G64O8MV',0
'R3PTRZEX6GESP5',1
'RAL4CUMJZ6ZFE',1
'R2LROI2RPCXU4D',1
'R10R74VVFR2Z4U',0
'R1ITSL5MMYXCMC',1
'R1UPYF2WD97SNT',0
'R1ISQFXX70Y0OH',0
'RDZCZ2A55NN9X',1
'RD0LGZRQIRP0D',0
'R2V5OQY4NUMHCV',1
'R1WGDOYU8BDGBO',1
'R1CUMATEO693VR',1
'R2J0WQKJF4L5OG',1
'R24CRKA4F2HHPN',1
'R3TSAPM4UO3XJC',0
'RTRK6B993JSW2',1
'R2LC3SD0GB69EE',1
'R3MNGIUJOB6V8G',1
'R11A33DO5BF1EZ',1
'R1ZLJQPY302M8V',1
'R1BWH4QC48OY6T',0
'R32375P4DJ9UH1',0
'R2JINGZ0AIW1YB',1
'R2WIEATIDIXM84',1
'R1I7HO0TQIH3PY',1
'R1S47OHL97962Q',1
'R3G4I6XOKJIVD1',1
'R2S6AJFF8SQX1Q',1
'RXDAJSUPK7N1C',0
'RBRPCT3DBB2QP',1
'R1J41VDEXPL2AE',1
'R2H858WR4FEOST',1
'R1VPM7LJTAM6C7',0
'R1F700D23CBTCT',0
'R1X53E4WYB0D8O',1
'R2K0Q1TFM0H2AP',0
'R2HOLVPM9L6UAW',1
'R124A9RCE0C1EI',1
'R19SLY8AEJ49RX',0
'R1DKTZQ1KA9IFB',1
'R2FSVAV7HIG3MD',1
'R2CABGE0AOSYQ8',0
'R2G0YW6GJNU4CM',0
'R2OXHMMI830KJ3',1
'RY9INWIK8MAL3',1
'RXOAWGI9Z98QY',1
'RVNWLGVDWE20J',0
'R3D7L40T8FAR3R',0
